Existing path,Redirect path,Done?
docs/zero-knowledge-glossary/index.mdx,,FALSE
docs/architecture/index.mdx,/get-started/concepts/architecture,TRUE
docs/architecture/stack/coordinator/index.mdx,/get-started/concepts/coordinator,TRUE
docs/architecture/stack/index.mdx,/get-started/build/repos,TRUE
docs/architecture/stack/canonical-msg-service/index.mdx,/get-started/concepts/message-service,TRUE
docs/architecture/stack/canonical-msg-service/message-service.mdx,/get-started/concepts/message-service,TRUE
docs/architecture/stack/bridges/index.mdx,/get-started/concepts/canonical-token-bridge,TRUE
docs/architecture/stack/bridges/canonical-token-bridge.mdx,/get-started/concepts/canonical-token-bridge,TRUE
docs/architecture/stack/sequencer/conflation.mdx,/get-started/concepts/sequencer/conflation,TRUE
docs/architecture/stack/sequencer/index.mdx,/get-started/concepts/sequencer,TRUE
docs/architecture/stack/sequencer/traces-generator.md,/get-started/concepts/sequencer/trace-generator,TRUE
docs/architecture/stack/trace-expansion-proving/prover-limits.mdx,/get-started/concepts/prover/prover-limits,FALSE
docs/architecture/stack/trace-expansion-proving/index.mdx,/get-started/concepts/prover,FALSE
docs/architecture/stack/trace-expansion-proving/proving.md,/get-started/concepts/prover/proving,FALSE
docs/architecture/stack/trace-expansion-proving/trace-expansion.md,/get-started/concepts/prover/trace-expansion,FALSE
docs/architecture/stack/evm-state-manager/index.mdx,/get-started/concepts/state-manager,FALSE
docs/architecture/overview/transaction-lifecycle.mdx,/get-started/concepts/transaction-lifecycle,FALSE
docs/architecture/overview/decentralization-roadmap/index.mdx,/get-started/concepts/decentralization,FALSE
docs/architecture/overview/network-data.md,/get-started/concepts/network-data,FALSE
docs/architecture/overview/index.mdx,/get-started/concepts,FALSE
docs/risk-disclosures/index.mdx,/risk-disclosures/,FALSE
docs/developers/tooling/social-login/openfort.md,/get-started/tooling/social-login/openfort,FALSE
docs/developers/tooling/social-login/arcana.mdx,/get-started/tooling/social-login/arcana,FALSE
docs/developers/tooling/social-login/index.mdx,/get-started/tooling/social-login,FALSE
docs/developers/tooling/attestations/verax.md,/get-started/tooling/attestations/verax,FALSE
docs/developers/tooling/attestations/index.mdx,/get-started/tooling/attestations,FALSE
docs/developers/tooling/attestations/pado.md,/get-started/tooling/attestations/pado,FALSE
docs/developers/tooling/privacy/secret.md,/get-started/tooling/privacy/secret,FALSE
docs/developers/tooling/privacy/index.mdx,/get-started/tooling/privacy,FALSE
docs/developers/tooling/oracles/umbrella.md,/get-started/tooling/oracles/umbrella,FALSE
docs/developers/tooling/oracles/api3.mdx,/get-started/tooling/oracles/api3,FALSE
docs/developers/tooling/oracles/index.mdx,/get-started/tooling/oracles,FALSE
docs/developers/tooling/oracles/pyth.md,/get-started/tooling/oracles/pyth,FALSE
docs/developers/tooling/oracles/ora.md,/get-started/tooling/oracles/ora,FALSE
docs/developers/tooling/oracles/tellor.md,/get-started/tooling/oracles/tellor,FALSE
docs/developers/tooling/oracles/supra.md,/get-started/tooling/oracles/supra,FALSE
docs/developers/tooling/oracles/redstone.md,/get-started/tooling/oracles/redstone,FALSE
docs/developers/tooling/oracles/chainlink.md,/get-started/tooling/oracles/chainlink,FALSE
docs/developers/tooling/oracles/dia.md,/get-started/tooling/oracles/dia,FALSE
docs/developers/tooling/cross-chain/ccip-read-gateway.mdx,/get-started/tooling/cross-chain/ccip-read-gateway,FALSE
docs/developers/tooling/cross-chain/index.mdx,/get-started/tooling/cross-chain,FALSE
docs/developers/tooling/cross-chain/layerzero.md,/get-started/tooling/cross-chain/layerzero,FALSE
docs/developers/tooling/cross-chain/shortcuts.mdx,/get-started/tooling/cross-chain/shortcuts,FALSE
docs/developers/tooling/cross-chain/axelar.md,/get-started/tooling/cross-chain/axelar,FALSE
docs/developers/tooling/security/index.mdx,/get-started/tooling/security,FALSE
docs/developers/tooling/security/hypernative.mdx,/get-started/tooling/security/hypernative,FALSE
docs/developers/tooling/security/scamfari.md,/get-started/tooling/security/scamfari,FALSE
docs/developers/tooling/security/goplus-security-api.md,/get-started/tooling/security/goplus-security-api,FALSE
docs/developers/tooling/security/hexagate.md,/get-started/tooling/security/hexagate,FALSE
docs/developers/tooling/security/spherex.mdx,/get-started/tooling/security/spherex,FALSE
docs/developers/tooling/node-providers/index.mdx,/get-started/tooling/node-providers,FALSE
docs/developers/tooling/node-providers/erpc.md,/get-started/tooling/node-providers/erpc,FALSE
docs/developers/tooling/index.mdx,/get-started/tooling/,FALSE
docs/developers/tooling/account-abstraction/account-abstraction.mdx,/get-started/tooling/account-abstraction,FALSE
docs/developers/tooling/account-abstraction/openfort.md,/get-started/tooling/account-abstraction/openfort,FALSE
docs/developers/tooling/account-abstraction/noves.md,/get-started/tooling/account-abstraction/noves,FALSE
docs/developers/tooling/account-abstraction/station.md,/get-started/tooling/account-abstraction/station,FALSE
docs/developers/tooling/account-abstraction/arcana.md,/get-started/tooling/account-abstraction/arcana,FALSE
docs/developers/tooling/account-abstraction/pimlico.md,/get-started/tooling/account-abstraction/pimlico,FALSE
docs/developers/tooling/account-abstraction/oklink.md,/get-started/tooling/account-abstraction/oklink,FALSE
docs/developers/tooling/account-abstraction/etherspot.md,/get-started/tooling/account-abstraction/etherspot,FALSE
docs/developers/tooling/account-abstraction/smartwallets.md,/get-started/tooling/account-abstraction/smartwallets,FALSE
docs/developers/tooling/account-abstraction/particle-network.md,/get-started/tooling/account-abstraction/particle-network,FALSE
docs/developers/tooling/account-abstraction/biconomy.md,/get-started/tooling/account-abstraction/biconomy,FALSE
docs/developers/tooling/contracts-templates/index.mdx,/get-started/tooling/contracts-templates,FALSE
docs/developers/tooling/contracts-templates/thirdweb.md,/get-started/tooling/contracts-templates/thirdweb,FALSE
docs/developers/tooling/contracts-templates/cookbook.mdx,/get-started/tooling/contracts-templates/cookbook,FALSE
docs/developers/tooling/libraries/multicall.mdx,/get-started/tooling/libraries/multicall,FALSE
docs/developers/tooling/libraries/ethereum-list.md,/get-started/tooling/libraries/ethereum-list,FALSE
docs/developers/tooling/libraries/index.mdx,/get-started/tooling/libraries,FALSE
docs/developers/tooling/libraries/wallet-connect.md,/get-started/tooling/libraries/wallet-connect,FALSE
docs/developers/tooling/libraries/ape.md,/get-started/tooling/libraries/ape,FALSE
docs/developers/tooling/libraries/ethers-js.md,/get-started/tooling/libraries/ethers-js,FALSE
docs/developers/tooling/libraries/viem.md,/get-started/tooling/libraries/viem,FALSE
docs/developers/tooling/libraries/wagmi.md,/get-started/tooling/libraries/viem,FALSE
docs/developers/tooling/permanent-data/irys/overview.mdx,/get-started/tooling/permanent-data/irys/overview,FALSE
docs/developers/tooling/permanent-data/irys/irys-quickstart.mdx,/get-started/tooling/permanent-data/irys/irys-quickstart,FALSE
docs/developers/tooling/permanent-data/irys/irys-querying.mdx,/get-started/tooling/permanent-data/irys/irys-querying,FALSE
docs/developers/tooling/data-indexers/scopescan.mdx,/get-started/tooling/data-indexers/scopescan,FALSE
docs/developers/tooling/data-indexers/thegraph.md,/get-started/tooling/data-indexers/thegraph,FALSE
docs/developers/tooling/data-indexers/moralis.md,/get-started/tooling/data-indexers/moralis,FALSE
docs/developers/tooling/data-indexers/subquery.md,/get-started/tooling/data-indexers/subquery,FALSE
docs/developers/tooling/data-indexers/noves.md,/get-started/tooling/data-indexers/noves,FALSE
docs/developers/tooling/data-indexers/arkham.md,/get-started/tooling/data-indexers/arkham,FALSE
docs/developers/tooling/data-indexers/covalent.md,/get-started/tooling/data-indexers/covalent,FALSE
docs/developers/tooling/data-indexers/index.mdx,/get-started/tooling/data-indexers,FALSE
docs/developers/tooling/data-indexers/mobula.md,/get-started/tooling/data-indexers/mobula,FALSE
docs/developers/tooling/data-indexers/envio.md,/get-started/tooling/data-indexers/envio,FALSE
docs/developers/tooling/data-indexers/subsquid.md,/get-started/tooling/data-indexers/subsquid,FALSE
docs/developers/tooling/data-indexers/flair.mdx,/get-started/tooling/data-indexers/flair,FALSE
docs/developers/tooling/data-indexers/reservoir.md,/get-started/tooling/data-indexers/reservoir,FALSE
docs/developers/tooling/data-indexers/dune.md,/get-started/tooling/data-indexers/dune,FALSE
docs/developers/tooling/data-indexers/alchemy.md,/get-started/tooling/data-indexers/alchemy,FALSE
docs/developers/tooling/data-indexers/etherscan.mdx,/get-started/tooling/data-indexers/etherscan,FALSE
docs/developers/tooling/data-indexers/dipdup/overview.md,/get-started/tooling/data-indexers/dipdup/overview,FALSE
docs/developers/tooling/data-indexers/dipdup/quickstart.md,/get-started/tooling/data-indexers/dipdup/quickstart,FALSE
docs/developers/tooling/data-indexers/nftscan.mdx,/get-started/tooling/data-indexers/nftscan,FALSE
docs/developers/tooling/data-indexers/sentio.mdx,/get-started/tooling/data-indexers/sentio,FALSE
docs/developers/tooling/data-indexers/goldsky/overview.md,/get-started/tooling/data-indexers/goldsky/overview,FALSE
docs/developers/tooling/data-indexers/goldsky/goldsky-mirror.md,/get-started/tooling/data-indexers/goldsky/goldsky-mirror,FALSE
docs/developers/tooling/data-indexers/goldsky/goldsky-index.md,/get-started/tooling/data-indexers/goldsky/goldsky-index,FALSE
docs/developers/tooling/cloud-infra/spheron.md,/get-started/tooling/ai/spheron,FALSE
docs/developers/tooling/cloud-infra/index.mdx,/get-started/tooling/ai,FALSE
docs/developers/tooling/analytics/arkham.md,/get-started/tooling/analytics/arkham,FALSE
docs/developers/tooling/analytics/index.mdx,/get-started/tooling/analytics,FALSE
docs/developers/tooling/analytics/mobula.md,/get-started/tooling/analytics/mobula,FALSE
docs/developers/tooling/analytics/dune.md,/get-started/tooling/analytics/dune,FALSE
docs/developers/tooling/analytics/cookie3.md,/get-started/tooling/analytics/cookie3,FALSE
docs/developers/linea-version/index.mdx,/release-notes,FALSE
docs/developers/quickstart/verify-smart-contract/index.mdx,/get-started/how-to/verify-smart-contract,FALSE
docs/developers/quickstart/verify-smart-contract/foundry.mdx,/get-started/how-to/verify-smart-contract/foundry,FALSE
docs/developers/quickstart/verify-smart-contract/atlas.mdx,/get-started/how-to/verify-smart-contract/atlas,FALSE
docs/developers/quickstart/verify-smart-contract/hardhat.mdx,/get-started/how-to/verify-smart-contract/hardhat,FALSE
docs/developers/quickstart/index.mdx,/get-started,FALSE
docs/developers/quickstart/deploy-smart-contract/index.mdx,/get-started/how-to/deploy-smart-contract/,FALSE
docs/developers/quickstart/deploy-smart-contract/foundry.mdx,/get-started/how-to/deploy-smart-contract/foundry,FALSE
docs/developers/quickstart/deploy-smart-contract/thirdweb.mdx,/get-started/how-to/deploy-smart-contract/thirdweb,FALSE
docs/developers/quickstart/deploy-smart-contract/cookbook.mdx,/get-started/how-to/deploy-smart-contract/cookbook,FALSE
docs/developers/quickstart/deploy-smart-contract/remix.mdx,/get-started/how-to/deploy-smart-contract/remix,FALSE
docs/developers/quickstart/deploy-smart-contract/atlas.mdx,/get-started/how-to/deploy-smart-contract/atlas,FALSE
docs/developers/quickstart/deploy-smart-contract/hardhat.mdx,/get-started/how-to/deploy-smart-contract/hardhat,FALSE
docs/developers/quickstart/ethereum-differences.mdx,/get-started/build/ethereum-differences,FALSE
docs/developers/quickstart/info-contracts.mdx,/get-started/build/info-contracts,FALSE
docs/developers/guides/gas-fees.mdx,/get-started/how-to/gas-fees,FALSE
docs/developers/guides/linea-sdk/index.md,/api/linea-sdk,FALSE
docs/developers/guides/bridge/index.mdx,/get-started/how-to/bridge,FALSE
docs/developers/guides/bridge/how-to-bridge-eth.mdx,/get-started/how-to/bridge/how-to-bridge-eth,FALSE
docs/developers/guides/bridge/how-to-bridge-erc20-tokens.mdx,/get-started/how-to/bridge/how-to-bridge-erc2-tokens,FALSE
docs/developers/guides/deploy-subdomain.mdx,/get-started/how-to/deploy-subdomain,FALSE
docs/developers/guides/index.mdx,/get-started/how-to,FALSE
docs/developers/guides/linea-safe.mdx,/get-started/how-to/linea-safe,FALSE
docs/developers/guides/run-a-node/erigon.mdx,/get-started/how-to/run-a-node/erigon,FALSE
docs/developers/guides/run-a-node/index.mdx,/get-started/how-to/run-a-node,FALSE
docs/developers/guides/run-a-node/geth.mdx,/get-started/how-to-/run-a-node/geth,FALSE
docs/developers/guides/run-a-node/bootnodes.mdx,/get-started/how-to-/run-a-node/bootnodes,FALSE
docs/developers/guides/run-a-node/linea-besu.mdx,/get-started/how-to-/run-a-node/linea-besu,FALSE
docs/developers/guides/run-a-node/besu.mdx,/get-started/how-to-/run-a-node/besu,FALSE
docs/developers/guides/run-a-node/volume-creation.mdx,/get-started/how-to-/run-a-node/volume-creation,FALSE
docs/developers/guides/linea-api.mdx,/api/reference,FALSE
docs/developers/guides/linea-inscriptions.mdx,/get-started/how-to/linea-inscriptions,FALSE
docs/developers/guides/community/index.mdx,/learn/tutorials,FALSE
docs/developers/guides/community/irys/index.mdx,/learn/tutorials/irys,FALSE
docs/developers/guides/community/irys/irys-nfts.mdx,/learn/tutorials/irys/irys-nfts,FALSE
docs/developers/guides/community/irys/irys-dynamic-nfts.mdx,/learn/tutorials/irys/irys-dynamic-nfts,FALSE
docs/developers/guides/finalized-block.mdx,/get-started/how-to/finalized-block,FALSE
docs/developers/reference/api/index.mdx,/api/reference,FALSE
docs/developers/reference/api/eth-sendrawtransaction.mdx,/api/reference/eth-sendrawtransaction,FALSE
docs/developers/reference/api/linea-gettransactionexclusionstatusv1.mdx,/api/reference/linea-gettransactionexclusionstatusv1,FALSE
docs/developers/reference/api/linea-estimategas.mdx,/api/reference/linea-estimategas,FALSE
docs/developers/reference/api/linea-getproof.mdx,/api/reference/linea-getproof,FALSE